geometry/type,geometry/coordinates/0/0/0,geometry/coordinates/0/0/1,geometry/coordinates/0/1/0,geometry/coordinates/0/1/1,geometry/coordinates/0/2/0,geometry/coordinates/0/2/1,geometry/coordinates/0/3/0,geometry/coordinates/0/3/1,geometry/coordinates/0/4/0,geometry/coordinates/0/4/1,type,properties/co_F_level,properties/pm1_F_level,properties/pm1_level,properties/no2_F,properties/no2,properties/co_level,properties/last_measure,properties/pm1_F,properties/co,properties/o3_F,properties/count_SMAQ,properties/o3_level,properties/pm25,properties/pm1,properties/pm10_F_level,properties/iuca.level_F_global,properties/pm25_F_level,properties/count_F,properties/pm25_F,properties/no2_F_level,properties/count,properties/iuca.level_global,properties/pm10_level,properties/co_F,properties/pm10,properties/o3,properties/pm10_F,properties/o3_F_level,properties/no2_level,properties/pm25_level,properties/no2_M_level,properties/resp_APP_level,properties/iuca.level_APP_global,properties/no2_M,properties/pm25_M_level,properties/o3_M_level,properties/co_M_level,properties/pm1_M,properties/count_APP,properties/iaq_APP_level,properties/pm10_APP_level,properties/pm10_M,properties/iuca.level_M_global,properties/o3_M,properties/pm25_M,properties/count_M,properties/pm10_M_level,properties/pm1_M_level,properties/co_M,properties/co_APP_level
Polygon,-4.404144287109375,36.7218017578125,-4.404144287109375,36.723175048828125,-4.40277099609375,36.723175048828125,-4.40277099609375,36.7218017578125,-4.404144287109375,36.7218017578125,Feature,,,,,,,2018-07-05T15:19:49+00:00,,,,,,,,,,,,,,2148,unhealthy-high,,,,,,,,,,unhealthy-high,unhealthy-high,,,,,,2148,good,good,,,,,,,,,good
Polygon,-4.44671630859375,36.7108154296875,-4.44671630859375,36.712188720703125,-4.445343017578125,36.712188720703125,-4.445343017578125,36.7108154296875,-4.44671630859375,36.7108154296875,Feature,,,,,,,2018-05-03T18:11:48+00:00,,,,,,,,,,,,,,2099,good,,,,,,,,,,good,good,,,,,,2099,good,good,,,,,,,,,good
Polygon,-4.437103271484375,36.717681884765625,-4.437103271484375,36.71905517578125,-4.43572998046875,36.71905517578125,-4.43572998046875,36.717681884765625,-4.437103271484375,36.717681884765625,Feature,,,unhealthy,,3,good,2018-08-02T11:59:28+00:00,,271,,2026,good,14,10,,,,,,,2026,moderate,moderate,,15,1,,,good,moderate,good,,,3,moderate,good,good,10,,,,15,moderate,1,14,2026,moderate,unhealthy,271,
Polygon,-4.445343017578125,36.7108154296875,-4.445343017578125,36.712188720703125,-4.4439697265625,36.712188720703125,-4.4439697265625,36.7108154296875,-4.445343017578125,36.7108154296875,Feature,,,,,,,2018-05-03T18:10:48+00:00,,,,,,,,,,,,,,1995,good,,,,,,,,,,good,good,,,,,,1995,good,good,,,,,,,,,good
Polygon,-4.445343017578125,36.70806884765625,-4.445343017578125,36.709442138671875,-4.4439697265625,36.709442138671875,-4.4439697265625,36.70806884765625,-4.445343017578125,36.70806884765625,Feature,,,,,,,2018-05-03T18:13:33+00:00,,,,,,,,,,,,,,1940,good,,,,,,,,,,good,good,,,,,,1940,good,good,,,,,,,,,good
Polygon,-4.45770263671875,36.698455810546875,-4.45770263671875,36.6998291015625,-4.456329345703125,36.6998291015625,-4.456329345703125,36.698455810546875,-4.45770263671875,36.698455810546875,Feature,,,,,,,2018-05-03T18:21:42+00:00,,,,,,,,,,,,,,1934,moderate,,,,,,,,,,moderate,moderate,,,,,,1934,good,good,,,,,,,,,good
Polygon,-4.448089599609375,36.703948974609375,-4.448089599609375,36.705322265625,-4.44671630859375,36.705322265625,-4.44671630859375,36.703948974609375,-4.448089599609375,36.703948974609375,Feature,,,,,,,2018-05-03T18:16:48+00:00,,,,,,,,,,,,,,1927,good,,,,,,,,,,good,good,,,,,,1927,good,good,,,,,,,,,good
Polygon,-4.50164794921875,36.649017333984375,-4.50164794921875,36.650390625,-4.500274658203125,36.650390625,-4.500274658203125,36.649017333984375,-4.50164794921875,36.649017333984375,Feature,,,moderate,,0,good,2018-11-22T18:01:10+00:00,,133,,564,good,5,3,,,,,,,1883,good,good,,6,1,,,good,good,good,moderate,moderate,0,good,good,good,3,1319,good,good,6,good,1,5,564,good,moderate,133,good
Polygon,-4.41650390625,36.723175048828125,-4.41650390625,36.72454833984375,-4.415130615234375,36.72454833984375,-4.415130615234375,36.723175048828125,-4.41650390625,36.723175048828125,Feature,unhealthy-low,,unhealthy,31,12,good,2018-12-14T19:26:48+00:00,6,366,3,923,good,19,14,good,unhealthy-low,,8,9,good,1722,unhealthy-low,moderate,7146,21,5,10,good,good,unhealthy-low,good,unhealthy-high,unhealthy-high,12,unhealthy-low,good,good,14,799,good,good,21,unhealthy-low,5,19,915,moderate,unhealthy,306,good
Polygon,-4.431610107421875,36.717681884765625,-4.431610107421875,36.71905517578125,-4.43023681640625,36.71905517578125,-4.43023681640625,36.717681884765625,-4.431610107421875,36.717681884765625,Feature,,,unhealthy,,7,good,2018-09-19T16:50:24+00:00,,159,,1622,good,17,12,,,,,,,1635,unhealthy-low,moderate,,18,6,,,good,unhealthy-low,good,good,good,7,unhealthy-low,good,good,12,13,good,good,18,unhealthy-low,6,17,1622,moderate,unhealthy,159,good
Polygon,-4.439849853515625,36.703948974609375,-4.439849853515625,36.705322265625,-4.4384765625,36.705322265625,-4.4384765625,36.703948974609375,-4.439849853515625,36.703948974609375,Feature,,,unhealthy,,8,good,2018-09-19T16:57:00+00:00,,201,,1618,good,17,11,,,,,,,1624,unhealthy-low,moderate,,21,1,,,good,unhealthy-low,good,good,good,8,unhealthy-low,good,good,11,6,good,good,21,unhealthy-low,1,17,1618,moderate,unhealthy,201,good
Polygon,-4.4659423828125,36.706695556640625,-4.4659423828125,36.70806884765625,-4.464569091796875,36.70806884765625,-4.464569091796875,36.706695556640625,-4.4659423828125,36.706695556640625,Feature,,,,,,,2018-02-15T14:03:47+00:00,,,,,,,,,,,,,,1619,good,,,,,,,,,,good,good,,,,,,1619,good,good,,,,,,,,,good
Polygon,-4.44671630859375,36.714935302734375,-4.44671630859375,36.71630859375,-4.445343017578125,36.71630859375,-4.445343017578125,36.714935302734375,-4.44671630859375,36.714935302734375,Feature,,,unhealthy,,2,good,2018-11-14T07:22:59+00:00,,167,,1346,good,15,10,,,,,,,1611,unhealthy-low,moderate,,16,1,,,good,unhealthy-low,good,good,good,2,unhealthy-low,good,good,10,265,good,good,16,unhealthy-low,1,15,1346,moderate,unhealthy,167,good
Polygon,-4.46319580078125,36.6943359375,-4.46319580078125,36.695709228515625,-4.461822509765625,36.695709228515625,-4.461822509765625,36.6943359375,-4.46319580078125,36.6943359375,Feature,,,,,,,2018-05-02T19:03:02+00:00,,,,,,,,,,,,,,1596,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,1596,good,good,,,,,,,,,good
Polygon,-4.445343017578125,36.709442138671875,-4.445343017578125,36.7108154296875,-4.4439697265625,36.7108154296875,-4.4439697265625,36.709442138671875,-4.445343017578125,36.709442138671875,Feature,,,,,,,2018-05-03T18:12:48+00:00,,,,,,,,,,,,,,1581,good,,,,,,,,,,good,good,,,,,,1581,good,good,,,,,,,,,good
Polygon,-4.412384033203125,36.720428466796875,-4.412384033203125,36.7218017578125,-4.4110107421875,36.7218017578125,-4.4110107421875,36.720428466796875,-4.412384033203125,36.720428466796875,Feature,,,,,,,2018-07-05T13:13:00+00:00,,,,,,,,,,,,,,1580,unhealthy,,,,,,,,,,unhealthy,unhealthy,,,,,,1580,good,good,,,,,,,,,good
Polygon,-4.40826416015625,36.720428466796875,-4.40826416015625,36.7218017578125,-4.406890869140625,36.7218017578125,-4.406890869140625,36.720428466796875,-4.40826416015625,36.720428466796875,Feature,good,good,unhealthy-low,0,8,good,2018-12-16T13:46:18+00:00,0,64,3,14,good,8,6,good,good,good,1,3,good,1579,good,good,444,9,1,3,good,good,good,good,unhealthy-high,unhealthy-high,8,good,good,good,6,1565,good,good,9,good,1,8,13,good,unhealthy-low,35,good
Polygon,-4.461822509765625,36.6943359375,-4.461822509765625,36.695709228515625,-4.46044921875,36.695709228515625,-4.46044921875,36.6943359375,-4.461822509765625,36.6943359375,Feature,,,,,,,2018-05-02T19:02:02+00:00,,,,,,,,,,,,,,1550,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,1550,good,good,,,,,,,,,good
Polygon,-4.449462890625,36.6943359375,-4.449462890625,36.695709228515625,-4.448089599609375,36.695709228515625,-4.448089599609375,36.6943359375,-4.449462890625,36.6943359375,Feature,unhealthy-high,unhealthy-high,unhealthy-low,8,42,good,2018-12-13T18:24:49+00:00,225,93,0,563,good,138,9,unhealthy-high,unhealthy-high,unhealthy-high,2,83,good,1521,unhealthy-high,unhealthy-high,18778,317,2,155,good,good,unhealthy-high,good,unhealthy-low,unhealthy-high,42,unhealthy-high,good,good,8,958,moderate,good,318,unhealthy-high,2,138,561,unhealthy-high,unhealthy-low,26,unhealthy-high
Polygon,-4.405517578125,36.720428466796875,-4.405517578125,36.7218017578125,-4.404144287109375,36.7218017578125,-4.404144287109375,36.720428466796875,-4.405517578125,36.720428466796875,Feature,,,moderate,,5,good,2018-07-05T15:17:11+00:00,,42,,104,good,7,5,,,,,,,1502,good,good,,8,1,,,good,good,good,unhealthy-high,unhealthy-high,5,good,good,good,5,1398,good,good,8,good,1,7,104,good,moderate,42,good
Polygon,-4.42474365234375,36.7437744140625,-4.42474365234375,36.745147705078125,-4.423370361328125,36.745147705078125,-4.423370361328125,36.7437744140625,-4.42474365234375,36.7437744140625,Feature,,,unhealthy,,8,good,2018-02-16T11:42:42+00:00,,123,,1439,good,17,11,,,,,,,1439,unhealthy-low,moderate,,19,4,,,good,unhealthy-low,good,,,8,unhealthy-low,good,good,11,,,,19,unhealthy-low,4,17,1439,moderate,unhealthy,123,
Polygon,-4.44671630859375,36.717681884765625,-4.44671630859375,36.71905517578125,-4.445343017578125,36.71905517578125,-4.445343017578125,36.717681884765625,-4.44671630859375,36.717681884765625,Feature,,,unhealthy-low,,2,good,2018-08-02T10:38:11+00:00,,172,,1312,good,12,8,,,,,,,1434,moderate,good,,13,1,,,good,moderate,good,unhealthy,unhealthy,2,moderate,good,good,8,122,good,good,13,moderate,1,12,1312,good,unhealthy-low,172,good
Polygon,-4.453582763671875,36.701202392578125,-4.453582763671875,36.70257568359375,-4.45220947265625,36.70257568359375,-4.45220947265625,36.701202392578125,-4.453582763671875,36.701202392578125,Feature,,,,,,,2018-09-19T17:10:33+00:00,,,,,,,,,,,,,,1431,moderate,,,,,,,,,,good,moderate,,,,,,1431,moderate,good,,,,,,,,,good
Polygon,-4.45770263671875,36.6998291015625,-4.45770263671875,36.701202392578125,-4.456329345703125,36.701202392578125,-4.456329345703125,36.6998291015625,-4.45770263671875,36.6998291015625,Feature,,,,,,,2018-05-02T11:20:47+00:00,,,,,,,,,,,,,,1382,good,,,,,,,,,,good,good,,,,,,1382,good,good,,,,,,,,,good
Polygon,-4.49615478515625,36.70257568359375,-4.49615478515625,36.703948974609375,-4.494781494140625,36.703948974609375,-4.494781494140625,36.70257568359375,-4.49615478515625,36.70257568359375,Feature,unhealthy-low,unhealthy-high,unhealthy-high,55,13,good,2018-12-13T19:38:54+00:00,40398,2584,1,1375,unhealthy,2740,8854,unhealthy-high,unhealthy-high,unhealthy-high,300,12017,good,1375,unhealthy-high,unhealthy-high,8320,350,206,759,good,good,unhealthy-high,good,,,1,unhealthy-high,unhealthy-high,good,51,,,,236,unhealthy-high,263,151,1075,unhealthy-high,unhealthy-high,983,
Polygon,-4.406890869140625,36.720428466796875,-4.406890869140625,36.7218017578125,-4.405517578125,36.7218017578125,-4.405517578125,36.720428466796875,-4.406890869140625,36.720428466796875,Feature,,,unhealthy-low,,6,good,2018-07-05T15:16:35+00:00,,41,,40,good,9,6,,,,,,,1372,good,good,,10,1,,,good,good,good,unhealthy-high,unhealthy-high,6,good,good,good,6,1332,good,good,10,good,1,9,40,good,unhealthy-low,41,good
Polygon,-4.4439697265625,36.717681884765625,-4.4439697265625,36.71905517578125,-4.442596435546875,36.71905517578125,-4.442596435546875,36.717681884765625,-4.4439697265625,36.717681884765625,Feature,,,unhealthy-low,,3,good,2018-08-02T11:51:42+00:00,,157,,1242,good,13,9,,,,,,,1370,moderate,good,,14,1,,,good,moderate,good,unhealthy-high,unhealthy-high,3,moderate,good,good,9,128,good,good,14,moderate,1,13,1242,good,unhealthy-low,157,good
Polygon,-4.459075927734375,36.695709228515625,-4.459075927734375,36.69708251953125,-4.45770263671875,36.69708251953125,-4.45770263671875,36.695709228515625,-4.459075927734375,36.695709228515625,Feature,,,moderate,,0,good,2018-05-03T06:42:32+00:00,,2308,,2,good,7,4,,,,,,,1366,good,good,,8,0,,,good,good,good,unhealthy-low,unhealthy-low,0,good,good,good,4,1364,good,good,8,good,0,7,2,good,moderate,2308,good
Polygon,-4.4439697265625,36.706695556640625,-4.4439697265625,36.70806884765625,-4.442596435546875,36.70806884765625,-4.442596435546875,36.706695556640625,-4.4439697265625,36.706695556640625,Feature,,,,,,,2018-05-03T18:14:33+00:00,,,,,,,,,,,,,,1335,good,,,,,,,,,,good,good,,,,,,1335,good,good,,,,,,,,,good
Polygon,-4.44122314453125,36.71630859375,-4.44122314453125,36.717681884765625,-4.439849853515625,36.717681884765625,-4.439849853515625,36.71630859375,-4.44122314453125,36.71630859375,Feature,,,moderate,,4,good,2018-11-14T07:23:44+00:00,,29,,13,good,5,4,,,,,,,1316,good,good,,6,0,,,good,good,good,moderate,moderate,4,good,good,good,4,1303,good,good,6,good,0,5,13,good,moderate,29,good
Polygon,-4.428863525390625,36.717681884765625,-4.428863525390625,36.71905517578125,-4.427490234375,36.71905517578125,-4.427490234375,36.717681884765625,-4.428863525390625,36.717681884765625,Feature,,,unhealthy,,12,good,2018-11-14T07:27:59+00:00,,251,,1293,good,19,13,,,,,,,1301,unhealthy-low,moderate,,21,8,,,good,unhealthy-low,good,good,good,12,unhealthy-low,good,good,13,8,good,good,21,unhealthy-low,8,19,1293,moderate,unhealthy,251,good
Polygon,-4.456329345703125,36.701202392578125,-4.456329345703125,36.70257568359375,-4.4549560546875,36.70257568359375,-4.4549560546875,36.701202392578125,-4.456329345703125,36.701202392578125,Feature,,,,,,,2018-05-03T18:21:18+00:00,,,,,,,,,,,,,,1299,good,,,,,,,,,,good,good,,,,,,1299,good,good,,,,,,,,,good
Polygon,-4.497528076171875,36.70257568359375,-4.497528076171875,36.703948974609375,-4.49615478515625,36.703948974609375,-4.49615478515625,36.70257568359375,-4.497528076171875,36.70257568359375,Feature,good,unhealthy-high,unhealthy-high,4,4,good,2018-06-14T14:30:09+00:00,983,1248,246,1288,unhealthy-high,1132,983,unhealthy-high,unhealthy-high,unhealthy-high,1287,1133,good,1290,unhealthy-high,unhealthy-high,1248,1018,246,1019,unhealthy-high,good,unhealthy-high,good,unhealthy-low,unhealthy-low,0,good,good,good,7,2,good,good,10,good,7,9,1,good,unhealthy-low,189,good
Polygon,-4.442596435546875,36.7108154296875,-4.442596435546875,36.712188720703125,-4.44122314453125,36.712188720703125,-4.44122314453125,36.7108154296875,-4.442596435546875,36.7108154296875,Feature,,,,,,,2018-05-03T18:09:48+00:00,,,,,,,,,,,,,,1260,good,,,,,,,,,,good,good,,,,,,1260,good,good,,,,,,,,,good
Polygon,-4.439849853515625,36.706695556640625,-4.439849853515625,36.70806884765625,-4.4384765625,36.70806884765625,-4.4384765625,36.706695556640625,-4.439849853515625,36.706695556640625,Feature,,,unhealthy,,9,good,2018-04-27T11:58:07+00:00,,35,,1258,good,20,12,,,,,,,1258,unhealthy-low,moderate,,24,3,,,good,unhealthy-low,good,,,9,unhealthy-low,good,good,12,,,,24,unhealthy-low,3,20,1258,moderate,unhealthy,35,
Polygon,-4.4439697265625,36.7108154296875,-4.4439697265625,36.712188720703125,-4.442596435546875,36.712188720703125,-4.442596435546875,36.7108154296875,-4.4439697265625,36.7108154296875,Feature,,,,,,,2018-05-03T18:10:18+00:00,,,,,,,,,,,,,,1253,good,,,,,,,,,,good,good,,,,,,1253,good,good,,,,,,,,,good
Polygon,-4.420623779296875,36.717681884765625,-4.420623779296875,36.71905517578125,-4.41925048828125,36.71905517578125,-4.41925048828125,36.717681884765625,-4.420623779296875,36.717681884765625,Feature,,,,,,,2018-11-19T13:49:23+00:00,,,,,,,,,,,,,,1203,moderate,,,,,,,,,,moderate,moderate,,,,,,1203,good,good,,,,,,,,,good
Polygon,-4.427490234375,36.717681884765625,-4.427490234375,36.71905517578125,-4.426116943359375,36.71905517578125,-4.426116943359375,36.717681884765625,-4.427490234375,36.717681884765625,Feature,,,unhealthy-low,,9,good,2018-11-14T07:29:41+00:00,,198,,1060,good,13,9,,,,,,,1200,moderate,good,,14,8,,,good,moderate,good,unhealthy,unhealthy,9,moderate,good,good,9,140,good,good,14,moderate,8,13,1060,good,unhealthy-low,198,good
Polygon,-4.42474365234375,36.742401123046875,-4.42474365234375,36.7437744140625,-4.423370361328125,36.7437744140625,-4.423370361328125,36.742401123046875,-4.42474365234375,36.742401123046875,Feature,,,unhealthy,,8,good,2018-02-16T11:43:17+00:00,,156,,1198,good,20,13,,,,,,,1198,unhealthy-low,moderate,,23,3,,,good,unhealthy-low,good,,,8,unhealthy-low,good,good,13,,,,23,unhealthy-low,3,20,1198,moderate,unhealthy,156,
Polygon,-4.4549560546875,36.701202392578125,-4.4549560546875,36.70257568359375,-4.453582763671875,36.70257568359375,-4.453582763671875,36.701202392578125,-4.4549560546875,36.701202392578125,Feature,,,,,,,2018-05-03T18:20:33+00:00,,,,,,,,,,,,,,1191,good,,,,,,,,,,good,good,,,,,,1191,good,good,,,,,,,,,good
Polygon,-4.4219970703125,36.717681884765625,-4.4219970703125,36.71905517578125,-4.420623779296875,36.71905517578125,-4.420623779296875,36.717681884765625,-4.4219970703125,36.717681884765625,Feature,,,unhealthy-high,,11,good,2018-11-19T22:12:20+00:00,,86,,4,good,28,18,,,,,,,1171,unhealthy,unhealthy-low,,34,0,,,good,unhealthy,good,unhealthy-low,unhealthy-low,11,unhealthy,good,good,18,1167,good,good,34,unhealthy,0,28,4,unhealthy-low,unhealthy-high,86,good
Polygon,-4.4439697265625,36.70257568359375,-4.4439697265625,36.703948974609375,-4.442596435546875,36.703948974609375,-4.442596435546875,36.70257568359375,-4.4439697265625,36.70257568359375,Feature,,,unhealthy-high,,5,good,2018-04-12T12:33:35+00:00,,370,,1161,good,30,22,,,,,,,1161,unhealthy,unhealthy-low,,34,1,,,good,unhealthy,good,,,5,unhealthy,good,good,22,,,,34,unhealthy,1,30,1161,unhealthy-low,unhealthy-high,370,
Polygon,-4.4110107421875,36.720428466796875,-4.4110107421875,36.7218017578125,-4.409637451171875,36.7218017578125,-4.409637451171875,36.720428466796875,-4.4110107421875,36.720428466796875,Feature,,,,,,,2018-07-05T15:13:41+00:00,,,,,,,,,,,,,,1136,unhealthy-high,,,,,,,,,,unhealthy-high,unhealthy-high,,,,,,1136,good,good,,,,,,,,,good
Polygon,-4.450836181640625,36.70257568359375,-4.450836181640625,36.703948974609375,-4.449462890625,36.703948974609375,-4.449462890625,36.70257568359375,-4.450836181640625,36.70257568359375,Feature,,,,,,,2018-05-03T18:18:03+00:00,,,,,,,,,,,,,,1089,moderate,,,,,,,,,,good,moderate,,,,,,1089,moderate,good,,,,,,,,,good
Polygon,-4.461822509765625,36.723175048828125,-4.461822509765625,36.72454833984375,-4.46044921875,36.72454833984375,-4.46044921875,36.723175048828125,-4.461822509765625,36.723175048828125,Feature,,,unhealthy,,5,good,2018-01-25T13:12:18+00:00,,138,,1068,good,16,12,,,,,,,1068,unhealthy-low,moderate,,17,1,,,good,unhealthy-low,good,,,5,unhealthy-low,good,good,12,,,,17,unhealthy-low,1,16,1068,moderate,unhealthy,138,
Polygon,-4.46044921875,36.695709228515625,-4.46044921875,36.69708251953125,-4.459075927734375,36.69708251953125,-4.459075927734375,36.695709228515625,-4.46044921875,36.695709228515625,Feature,,,,,,,2018-11-14T15:31:12+00:00,,,,,,,,,,,,,,1060,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,1060,good,good,,,,,,,,,good
Polygon,-4.45770263671875,36.683349609375,-4.45770263671875,36.684722900390625,-4.456329345703125,36.684722900390625,-4.456329345703125,36.683349609375,-4.45770263671875,36.683349609375,Feature,,,,,,,2018-02-22T06:14:16+00:00,,,,,,,,,,,,,,1042,good,,,,,,,,,,good,good,,,,,,1042,good,good,,,,,,,,,good
Polygon,-4.442596435546875,36.712188720703125,-4.442596435546875,36.71356201171875,-4.44122314453125,36.71356201171875,-4.44122314453125,36.712188720703125,-4.442596435546875,36.712188720703125,Feature,,,,,,,2018-05-03T18:09:03+00:00,,,,,,,,,,,,,,1020,moderate,,,,,,,,,,moderate,moderate,,,,,,1020,good,good,,,,,,,,,good
Polygon,-4.42474365234375,36.74102783203125,-4.42474365234375,36.742401123046875,-4.423370361328125,36.742401123046875,-4.423370361328125,36.74102783203125,-4.42474365234375,36.74102783203125,Feature,,,unhealthy,,6,good,2018-02-16T10:45:32+00:00,,179,,1003,good,19,13,,,,,,,1003,unhealthy-low,moderate,,22,6,,,good,unhealthy-low,good,,,6,unhealthy-low,good,good,13,,,,22,unhealthy-low,6,19,1003,moderate,unhealthy,179,
Polygon,-4.448089599609375,36.714935302734375,-4.448089599609375,36.71630859375,-4.44671630859375,36.71630859375,-4.44671630859375,36.714935302734375,-4.448089599609375,36.714935302734375,Feature,,,unhealthy-low,,2,good,2018-11-14T07:22:47+00:00,,149,,936,good,12,8,,,,,,,1002,moderate,good,,13,1,,,good,moderate,good,good,good,2,moderate,good,good,8,66,good,good,13,moderate,1,12,936,good,unhealthy-low,149,good
Polygon,-4.50714111328125,36.70806884765625,-4.50714111328125,36.709442138671875,-4.505767822265625,36.709442138671875,-4.505767822265625,36.70806884765625,-4.50714111328125,36.70806884765625,Feature,good,unhealthy-high,unhealthy-high,599,599,good,2018-07-24T09:33:19+00:00,66,2569,195,989,unhealthy,183,66,unhealthy-high,unhealthy-high,unhealthy-high,989,183,unhealthy-high,989,unhealthy-high,unhealthy-high,2569,352,195,352,unhealthy,unhealthy-high,unhealthy-high,,,,,,,,,,,,,,,,,,,,
Polygon,-4.449462890625,36.714935302734375,-4.449462890625,36.71630859375,-4.448089599609375,36.71630859375,-4.448089599609375,36.714935302734375,-4.449462890625,36.714935302734375,Feature,,,unhealthy,,2,good,2018-11-14T15:28:22+00:00,,141,,946,good,15,10,,,,,,,977,unhealthy-low,moderate,,16,1,,,good,unhealthy-low,good,good,good,2,unhealthy-low,good,good,10,31,good,good,16,unhealthy-low,1,15,946,moderate,unhealthy,141,good
Polygon,-4.467315673828125,36.706695556640625,-4.467315673828125,36.70806884765625,-4.4659423828125,36.70806884765625,-4.4659423828125,36.706695556640625,-4.467315673828125,36.706695556640625,Feature,,,,,,,2018-02-16T12:47:59+00:00,,,,,,,,,,,,,,960,good,,,,,,,,,,good,good,,,,,,960,good,good,,,,,,,,,good
Polygon,-4.417877197265625,36.71905517578125,-4.417877197265625,36.720428466796875,-4.41650390625,36.720428466796875,-4.41650390625,36.71905517578125,-4.417877197265625,36.71905517578125,Feature,,,,,,,2018-09-19T17:25:04+00:00,,,,,,,,,,,,,,956,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,956,good,good,,,,,,,,,good
Polygon,-4.417877197265625,36.723175048828125,-4.417877197265625,36.72454833984375,-4.41650390625,36.72454833984375,-4.41650390625,36.723175048828125,-4.417877197265625,36.723175048828125,Feature,,,unhealthy-high,,11,good,2018-11-05T19:29:44+00:00,,140,,878,good,25,18,,,,,,,951,unhealthy,moderate,,28,4,,,good,unhealthy,good,unhealthy,unhealthy,11,unhealthy,good,good,18,73,good,good,28,unhealthy,4,25,878,moderate,unhealthy-high,140,good
Polygon,-4.36431884765625,36.71905517578125,-4.36431884765625,36.720428466796875,-4.362945556640625,36.720428466796875,-4.362945556640625,36.71905517578125,-4.36431884765625,36.71905517578125,Feature,good,moderate,moderate,0,0,good,2018-12-16T13:36:22+00:00,3,378,5,1,good,7,3,good,good,good,1,7,good,950,good,good,378,8,5,8,good,good,good,,good,good,,,,,,949,good,good,,,,,,,,,good
Polygon,-4.437103271484375,36.70806884765625,-4.437103271484375,36.709442138671875,-4.43572998046875,36.709442138671875,-4.43572998046875,36.70806884765625,-4.437103271484375,36.70806884765625,Feature,,,unhealthy-low,,8,good,2018-04-27T10:33:26+00:00,,19,,932,good,11,6,,,,,,,932,moderate,good,,14,3,,,good,moderate,good,,,8,moderate,good,good,6,,,,14,moderate,3,11,932,good,unhealthy-low,19,
Polygon,-4.415130615234375,36.725921630859375,-4.415130615234375,36.727294921875,-4.41375732421875,36.727294921875,-4.41375732421875,36.725921630859375,-4.415130615234375,36.725921630859375,Feature,unhealthy-low,moderate,unhealthy-high,56,15,good,2018-12-14T19:27:56+00:00,3,683,5,72,good,21,15,good,unhealthy-low,good,4,6,good,922,unhealthy-low,moderate,6298,22,5,7,good,good,unhealthy-low,good,unhealthy-high,unhealthy-high,12,unhealthy-low,good,good,16,850,good,good,23,unhealthy-low,6,22,68,moderate,unhealthy-high,353,good
Polygon,-4.420623779296875,36.73004150390625,-4.420623779296875,36.731414794921875,-4.41925048828125,36.731414794921875,-4.41925048828125,36.73004150390625,-4.420623779296875,36.73004150390625,Feature,moderate,good,unhealthy-high,27,3,good,2018-12-16T15:48:59+00:00,1,547,4,892,good,21,15,good,moderate,good,4,4,good,910,unhealthy-low,moderate,4811,24,4,5,good,good,unhealthy-low,good,good,good,3,unhealthy-low,good,good,15,18,good,good,24,unhealthy-low,4,21,888,moderate,unhealthy-high,528,good
Polygon,-4.41650390625,36.7218017578125,-4.41650390625,36.723175048828125,-4.415130615234375,36.723175048828125,-4.415130615234375,36.7218017578125,-4.41650390625,36.7218017578125,Feature,unhealthy,unhealthy-low,unhealthy-low,171,8,good,2018-12-14T17:47:28+00:00,7,97,0,175,good,11,8,good,unhealthy,moderate,1,11,unhealthy-low,865,moderate,good,12553,12,7,12,good,good,moderate,good,unhealthy,unhealthy,8,moderate,good,good,8,690,good,good,12,moderate,7,11,174,good,unhealthy-low,26,good
Polygon,-4.423370361328125,36.720428466796875,-4.423370361328125,36.7218017578125,-4.4219970703125,36.7218017578125,-4.4219970703125,36.720428466796875,-4.423370361328125,36.720428466796875,Feature,,,,,,,2018-07-05T13:05:27+00:00,,,,,,,,,,,,,,858,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,858,good,good,,,,,,,,,good
Polygon,-4.41925048828125,36.723175048828125,-4.41925048828125,36.72454833984375,-4.417877197265625,36.72454833984375,-4.417877197265625,36.723175048828125,-4.41925048828125,36.723175048828125,Feature,good,good,unhealthy,0,10,good,2018-12-16T13:48:30+00:00,1,249,3,784,good,18,13,good,good,good,1,3,good,821,unhealthy-low,moderate,342,20,4,3,good,good,unhealthy-low,good,good,good,10,unhealthy-low,good,good,13,37,good,good,20,unhealthy-low,4,18,783,moderate,unhealthy,248,good
